site_id,country,text_color,bg_color,font_size_px,font_weight,contrast_ratio,L_text,a_text,b_text,L_bg,a_bg,b_bg,es_texto_grande,clasificacion,cumple_aa,cluster
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,600,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,800,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,True,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,300,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",23.0,400,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,600,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,800,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,True,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,300,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",23.0,400,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,600,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,800,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,True,falla,False,0
U0155,Uruguay,"rgb(255, 255, 255)","rgb(255, 255, 255)",19.0,300,1.0,100.0,0.0052604999583039,-0.0104081845252679,100.0,0.0052604999583039,-0.0104081845252679,False,falla,False,0
U0155,Uruguay,"rgb(224, 114, 26)","rgb(208, 209, 211)",33.0,600,2.08498988104142,59.84942059895566,37.961919936199294,62.0065057473948,83.81662625453865,0.0296942564643187,-1.117276863742167,True,falla,False,1
U0155,Uruguay,"rgb(224, 114, 26)","rgb(208, 209, 211)",44.0,600,2.08498988104142,59.84942059895566,37.961919936199294,62.0065057473948,83.81662625453865,0.0296942564643187,-1.117276863742167,True,falla,False,1
U0155,Uruguay,"rgb(233, 82, 131)","rgb(208, 209, 211)",33.0,600,2.290701097179212,57.07241822979586,61.95664042605142,4.920195822546902,83.81662625453865,0.0296942564643187,-1.117276863742167,True,falla,False,1
